Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-21 04:00:00+00:00,40.400001525878906,40.400001525878906,40.400001525878906,40.400001525878906,0,0.0,0.0
2024-02-22 03:30:00+00:00,40.79999923706055,40.79999923706055,40.79999923706055,40.79999923706055,0,0.0,0.0
2024-02-22 05:10:00+00:00,41.0,41.0,41.0,41.0,2000,0.0,0.0
2024-03-08 04:15:00+00:00,42.29999923706055,42.29999923706055,42.29999923706055,42.29999923706055,1000,0.0,0.0
2024-03-13 04:40:00+00:00,45.29999923706055,45.29999923706055,45.29999923706055,45.29999923706055,0,0.0,0.0
2024-03-14 03:45:00+00:00,45.70000076293945,45.70000076293945,45.70000076293945,45.70000076293945,0,0.0,0.0
2024-03-19 04:00:00+00:00,45.5,45.5,45.5,45.5,2000,0.0,0.0
2024-03-21 04:10:00+00:00,45.599998474121094,45.599998474121094,45.599998474121094,45.599998474121094,2000,0.0,0.0
2024-03-21 04:20:00+00:00,45.70000076293945,45.70000076293945,45.70000076293945,45.70000076293945,3000,0.0,0.0
2024-03-21 04:25:00+00:00,45.70000076293945,45.70000076293945,45.70000076293945,45.70000076293945,1000,0.0,0.0
2024-03-21 05:10:00+00:00,45.79999923706055,45.79999923706055,45.79999923706055,45.79999923706055,1000,0.0,0.0
2024-03-27 04:15:00+00:00,46.20000076293945,46.20000076293945,46.20000076293945,46.20000076293945,1000,0.0,0.0
2024-03-29 05:20:00+00:00,48.099998474121094,48.099998474121094,48.099998474121094,48.099998474121094,0,0.0,0.0
2024-04-08 03:00:00+00:00,46.20000076293945,46.20000076293945,46.20000076293945,46.20000076293945,1000,0.0,0.0
