Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-15 09:00:00+08:00,560.0,564.0,556.0,557.0,0,0.0,0.0
2024-02-15 09:05:00+08:00,555.0,556.0,555.0,556.0,20000,0.0,0.0
2024-02-15 09:10:00+08:00,556.0,557.0,555.0,556.0,33348,0.0,0.0
2024-02-15 09:15:00+08:00,556.0,557.0,556.0,556.0,45870,0.0,0.0
2024-02-15 09:20:00+08:00,556.0,556.0,553.0,555.0,55492,0.0,0.0
2024-02-15 09:25:00+08:00,555.0,556.0,554.0,555.0,24243,0.0,0.0
2024-02-15 09:30:00+08:00,555.0,556.0,555.0,555.0,25678,0.0,0.0
2024-02-15 09:35:00+08:00,556.0,556.0,553.0,554.0,37367,0.0,0.0
2024-02-15 09:40:00+08:00,554.0,555.0,554.0,555.0,27058,0.0,0.0
2024-02-15 09:45:00+08:00,554.0,554.0,553.0,553.0,6696,0.0,0.0
2024-02-15 09:50:00+08:00,553.0,555.0,553.0,555.0,34111,0.0,0.0
2024-02-15 09:55:00+08:00,554.0,555.0,554.0,555.0,13366,0.0,0.0
2024-02-15 10:00:00+08:00,554.0,555.0,554.0,554.0,20227,0.0,0.0
2024-02-15 10:05:00+08:00,554.0,554.0,552.0,553.0,59363,0.0,0.0
2024-02-15 10:10:00+08:00,553.0,553.0,551.0,552.0,23317,0.0,0.0
2024-02-15 10:15:00+08:00,551.0,551.0,546.0,548.0,196123,0.0,0.0
2024-02-15 10:20:00+08:00,548.0,549.0,548.0,548.0,25487,0.0,0.0
2024-02-15 10:25:00+08:00,548.0,550.0,547.0,547.0,45397,0.0,0.0
2024-02-15 10:30:00+08:00,547.0,548.0,546.0,547.0,51887,0.0,0.0
2024-02-15 10:35:00+08:00,547.0,548.0,546.0,548.0,37560,0.0,0.0
2024-02-15 10:40:00+08:00,548.0,548.0,546.0,547.0,37006,0.0,0.0
2024-02-15 10:45:00+08:00,547.0,547.0,545.0,546.0,75645,0.0,0.0
2024-02-15 10:50:00+08:00,546.0,547.0,545.0,546.0,42814,0.0,0.0
2024-02-15 10:55:00+08:00,547.0,548.0,546.0,547.0,43891,0.0,0.0
2024-02-15 11:00:00+08:00,548.0,548.0,547.0,548.0,21729,0.0,0.0
2024-02-15 11:05:00+08:00,547.0,549.0,547.0,548.0,43041,0.0,0.0
2024-02-15 11:10:00+08:00,548.0,550.0,548.0,548.0,33668,0.0,0.0
2024-02-15 11:15:00+08:00,549.0,549.0,548.0,549.0,16080,0.0,0.0
2024-02-15 11:20:00+08:00,548.0,549.0,548.0,548.0,20092,0.0,0.0
2024-02-15 11:25:00+08:00,548.0,549.0,548.0,549.0,19188,0.0,0.0
2024-02-15 11:30:00+08:00,549.0,549.0,548.0,549.0,21111,0.0,0.0
2024-02-15 11:35:00+08:00,549.0,549.0,548.0,549.0,24092,0.0,0.0
2024-02-15 11:40:00+08:00,548.0,549.0,548.0,549.0,23017,0.0,0.0
2024-02-15 11:45:00+08:00,549.0,552.0,549.0,551.0,86285,0.0,0.0
2024-02-15 11:50:00+08:00,552.0,552.0,551.0,552.0,20211,0.0,0.0
2024-02-15 11:55:00+08:00,551.0,552.0,551.0,551.0,16052,0.0,0.0
2024-02-15 12:00:00+08:00,551.0,551.0,550.0,550.0,33451,0.0,0.0
2024-02-15 12:05:00+08:00,550.0,551.0,550.0,550.0,14061,0.0,0.0
2024-02-15 12:10:00+08:00,550.0,551.0,550.0,550.0,15360,0.0,0.0
2024-02-15 12:15:00+08:00,550.0,551.0,550.0,550.0,32231,0.0,0.0
2024-02-15 12:20:00+08:00,550.0,550.0,549.0,549.0,43129,0.0,0.0
2024-02-15 12:25:00+08:00,550.0,550.0,550.0,550.0,14076,0.0,0.0
2024-02-15 12:30:00+08:00,550.0,551.0,550.0,550.0,18135,0.0,0.0
2024-02-15 12:35:00+08:00,550.0,551.0,550.0,550.0,11106,0.0,0.0
2024-02-15 12:40:00+08:00,550.0,551.0,550.0,550.0,28050,0.0,0.0
2024-02-15 12:45:00+08:00,550.0,553.0,550.0,552.0,44341,0.0,0.0
2024-02-15 12:50:00+08:00,552.0,553.0,551.0,552.0,30102,0.0,0.0
2024-02-15 12:55:00+08:00,552.0,553.0,552.0,552.0,32341,0.0,0.0
2024-02-15 13:00:00+08:00,552.0,553.0,551.0,552.0,23418,0.0,0.0
2024-02-15 13:05:00+08:00,551.0,554.0,551.0,554.0,50298,0.0,0.0
2024-02-15 13:10:00+08:00,553.0,553.0,551.0,551.0,38209,0.0,0.0
2024-02-15 13:15:00+08:00,551.0,554.0,550.0,552.0,58015,0.0,0.0
2024-02-15 13:20:00+08:00,552.0,554.0,551.0,554.0,36332,0.0,0.0
2024-02-16 09:00:00+08:00,550.0,551.0,547.0,547.0,0,0.0,0.0
2024-02-16 09:05:00+08:00,548.0,548.0,543.0,546.0,168861,0.0,0.0
2024-02-16 09:10:00+08:00,546.0,546.0,543.0,543.0,104796,0.0,0.0
2024-02-16 09:15:00+08:00,544.0,545.0,543.0,545.0,63540,0.0,0.0
2024-02-16 09:20:00+08:00,545.0,546.0,543.0,544.0,126816,0.0,0.0
2024-02-16 09:25:00+08:00,544.0,544.0,543.0,544.0,62131,0.0,0.0
2024-02-16 09:30:00+08:00,544.0,544.0,542.0,543.0,165098,0.0,0.0
2024-02-16 09:35:00+08:00,543.0,543.0,542.0,543.0,47866,0.0,0.0
2024-02-16 09:40:00+08:00,543.0,543.0,541.0,542.0,114366,0.0,0.0
2024-02-16 09:45:00+08:00,542.0,542.0,539.0,539.0,238863,0.0,0.0
2024-02-16 09:50:00+08:00,540.0,541.0,539.0,541.0,167666,0.0,0.0
2024-02-16 09:55:00+08:00,540.0,541.0,540.0,540.0,35330,0.0,0.0
2024-02-16 10:00:00+08:00,541.0,541.0,540.0,540.0,66771,0.0,0.0
2024-02-16 10:05:00+08:00,541.0,541.0,540.0,540.0,21710,0.0,0.0
2024-02-16 10:10:00+08:00,541.0,541.0,539.0,539.0,75676,0.0,0.0
