Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-02-16 01:00:00+00:00,56.70000076293945,57.0,56.70000076293945,57.0,0,0.0,0.0,0.0
2024-02-16 01:05:00+00:00,57.0,57.0,56.900001525878906,56.900001525878906,3000,0.0,0.0,0.0
2024-02-16 01:10:00+00:00,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,2000,0.0,0.0,0.0
2024-02-16 01:15:00+00:00,56.95000076293945,57.0,56.95000076293945,57.0,13000,0.0,0.0,0.0
2024-02-16 01:20:00+00:00,57.0,57.04999923706055,57.0,57.0,26027,0.0,0.0,0.0
2024-02-16 01:25:00+00:00,57.0,57.0,57.0,57.0,4000,0.0,0.0,0.0
2024-02-16 01:30:00+00:00,57.0,57.0,57.0,57.0,3000,0.0,0.0,0.0
2024-02-16 01:35:00+00:00,57.0,57.0,57.0,57.0,14024,0.0,0.0,0.0
2024-02-16 01:45:00+00:00,57.0,57.0,56.95000076293945,56.95000076293945,5086,0.0,0.0,0.0
2024-02-16 01:50:00+00:00,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,2000,0.0,0.0,0.0
2024-02-16 02:00:00+00:00,57.0,57.0,57.0,57.0,1000,0.0,0.0,0.0
2024-02-16 02:10:00+00:00,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,1004,0.0,0.0,0.0
2024-02-16 02:15:00+00:00,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,2027,0.0,0.0,0.0
2024-02-16 02:20:00+00:00,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,1000,0.0,0.0,0.0
2024-02-16 02:30:00+00:00,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,1044,0.0,0.0,0.0
2024-02-16 02:35:00+00:00,57.0,57.0,57.0,57.0,1000,0.0,0.0,0.0
2024-02-16 02:40:00+00:00,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,5004,0.0,0.0,0.0
2024-02-16 03:00:00+00:00,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,5000,0.0,0.0,0.0
2024-02-16 03:10:00+00:00,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,1000,0.0,0.0,0.0
2024-02-16 03:20:00+00:00,57.0,57.0,57.0,57.0,11000,0.0,0.0,0.0
2024-02-16 03:25:00+00:00,57.0,57.0,56.95000076293945,56.95000076293945,7000,0.0,0.0,0.0
